soc_code,Task ID,importance_norm,importance,Task
25-4031.00,1702,0.71,3.84,"Compile and maintain records relating to circulation, materials, and equipment."
25-4031.00,1697,0.6975,3.79,Take actions to halt disruption of library activities by problem patrons.
25-4031.00,1706,0.685,3.74,Review subject matter of materials to be classified and select classification numbers and headings according to classification systems.
25-4031.00,1698,0.685,3.74,Process interlibrary loans for patrons.
25-4031.00,1703,0.6725,3.69,Collect fines and respond to complaints about fines.
25-4031.00,1707,0.665,3.66,Send out notices about lost or overdue books.
25-4031.00,1700,0.6575,3.63,Retrieve information from central databases for storage in a library's computer.
25-4031.00,1693,0.6475,3.59,"Train other staff, volunteers, or student assistants and schedule and supervise their work."
25-4031.00,1695,0.645,3.58,"Conduct reference searches, using printed materials and in-house and online databases."
25-4031.00,1705,0.6425,3.57,"Verify bibliographical data for materials, including author, title, publisher, publication date, and edition."
25-4031.00,1701,0.6125,3.45,Organize and maintain periodicals and reference materials.
27-1011.00,284,0.8975,4.59,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound."
27-1011.00,286,0.845,4.38,"Manage own accounts and projects, working within budget and scheduling requirements."
27-1011.00,287,0.8300000000000001,4.32,"Confer with creative, art, copywriting, or production department heads to discuss client requirements and presentation concepts and to coordinate creative activities."
27-1011.00,288,0.8225,4.29,Present final layouts to clients for approval.
27-1011.00,295,0.8225,4.29,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing."
27-1011.00,285,0.7975000000000001,4.19,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members."
27-1011.00,297,0.7925,4.17,"Conceptualize and help design interfaces for multimedia games, products, and devices."
27-1011.00,291,0.79,4.16,Work with creative directors to develop design solutions.
27-1011.00,298,0.7875000000000001,4.15,Prepare detailed storyboards showing sequence and timing of story development for television production.
27-1011.00,294,0.7775000000000001,4.11,Create custom illustrations or other graphic elements.
27-1011.00,289,0.7625,4.05,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques."
27-1011.00,292,0.7125,3.85,Review illustrative material to determine if it conforms to standards and specifications.
27-1011.00,296,0.6875,3.75,Negotiate with printers and estimators to determine what services will be performed.
27-1011.00,293,0.68,3.72,Attend photo shoots and printing sessions to ensure that the products needed are obtained.
27-1011.00,290,0.59,3.36,"Hire, train, and direct staff members who develop design concepts into art layouts or who prepare layouts for printing."
27-1023.00,1719,0.895,4.58,"Confer with clients regarding price and type of arrangement desired and the date, time, and place of delivery."
27-1023.00,1722,0.875,4.5,"Select flora and foliage for arrangements, working with numerous combinations to synthesize and develop new creations."
27-1023.00,1723,0.8625,4.45,Order and purchase flowers and supplies from wholesalers and growers.
27-1023.00,1720,0.8525,4.41,"Plan arrangement according to client's requirements, utilizing knowledge of design and properties of materials, or select appropriate standard design pattern."
27-1023.00,1721,0.8500000000000001,4.4,"Water plants, and cut, condition, and clean flowers and foliage for storage."
27-1023.00,1725,0.8300000000000001,4.32,"Trim material and arrange bouquets, wreaths, terrariums, and other items using trimmers, shapers, wire, pins, floral tape, foam, and other materials."
27-1023.00,1724,0.8225,4.29,Wrap and price completed arrangements.
27-1023.00,1726,0.81,4.24,"Perform office and retail service duties such as keeping financial records, serving customers, answering telephones, selling giftware items and receiving payment."
27-1023.00,1730,0.7849999999999999,4.14,Unpack stock as it comes into the shop.
27-1023.00,1731,0.7325,3.93,"Create and change in-store and window displays, designs, and looks to enhance a shop's image."
27-1023.00,1727,0.715,3.86,"Inform customers about the care, maintenance, and handling of various flowers and foliage, indoor plants, and other items."
27-1023.00,1729,0.7125,3.85,Perform general cleaning duties in the store to ensure the shop is clean and tidy.
27-1023.00,1728,0.695,3.78,"Decorate or supervise the decoration of buildings, halls, churches, or other facilities for parties, weddings and other occasions."
27-1023.00,1732,0.515,3.06,"Conduct classes or demonstrations, or train other workers."
27-1023.00,1733,0.3375,2.35,Grow flowers for use in arrangements or for sale in shop.
27-1024.00,300,0.855,4.42,"Determine size and arrangement of illustrative material and copy, and select style and size of type."
27-1024.00,305,0.845,4.38,Confer with clients to discuss and determine layout design.
27-1024.00,299,0.845,4.38,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts."
27-1024.00,306,0.8274999999999999,4.31,"Develop graphics and layouts for product illustrations, company logos, and Web sites."
27-1024.00,301,0.81,4.24,Use computer software to generate new images.
27-1024.00,304,0.8,4.2,Review final layouts and suggest improvements as needed.
27-1024.00,308,0.7,3.8,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes."
27-1024.00,303,0.6925,3.77,"Draw and print charts, graphs, illustrations, and other artwork, using computer."
27-1024.00,307,0.685,3.74,Key information into computer equipment to create layouts for client or supervisor.
27-1024.00,302,0.6175,3.47,"Mark up, paste, and assemble final layouts to prepare layouts for printer."
27-1024.00,309,0.5125,3.05,"Study illustrations and photographs to plan presentation of materials, products, or services."
27-1024.00,310,0.475,2.9,Prepare notes and instructions for workers who assemble and prepare final layouts for printing.
27-1024.00,313,0.345,2.38,"Produce still and animated graphics for on-air and taped portions of television news broadcasts, using electronic video equipment."
27-1024.00,312,0.27749999999999997,2.11,"Photograph layouts, using camera, to make layout prints for supervisors or clients."
27-1025.00,1736,0.8574999999999999,4.43,"Advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination."
27-1025.00,1735,0.8574999999999999,4.43,"Confer with client to determine factors affecting planning interior environments, such as budget, architectural preferences, and purpose and function."
27-1025.00,1734,0.8425,4.37,"Estimate material requirements and costs, and present design to client for approval."
27-1025.00,1738,0.7775000000000001,4.11,"Formulate environmental plan to be practical, esthetic, and conducive to intended purposes, such as raising productivity or selling merchandise."
27-1025.00,1740,0.715,3.86,Render design ideas in form of paste-ups or drawings.
27-1025.00,1737,0.7075,3.83,"Select or design, and purchase furnishings, art works, and accessories."
27-1025.00,1739,0.7025,3.81,"Subcontract fabrication, installation, and arrangement of carpeting, fixtures, accessories, draperies, paint and wall coverings, art work, furniture, and related items."
27-1025.00,1741,0.5625,3.25,"Plan and design interior environments for boats, planes, buses, trains, and other enclosed spaces."
27-2022.00,1742,0.9025000000000001,4.61,"Plan, organize, and conduct practice sessions."
27-2022.00,1747,0.855,4.42,"Adjust coaching techniques, based on the strengths and weaknesses of athletes."
27-2022.00,1750,0.8525,4.41,"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results."
27-2022.00,1745,0.8474999999999999,4.39,Plan strategies and choose team members for individual games or sports seasons.
27-2022.00,1751,0.8274999999999999,4.31,Analyze the strengths and weaknesses of opposing teams to develop game strategies.
27-2022.00,1746,0.7975000000000001,4.19,Plan and direct physical conditioning programs that will enable athletes to achieve maximum performance.
27-2022.00,1752,0.7925,4.17,Evaluate athletes' skills and review performance records to determine their fitness and potential in a particular area of athletics.
27-2022.00,1754,0.7849999999999999,4.14,Monitor athletes' use of equipment to ensure safe and proper use.
27-2022.00,1753,0.77,4.08,"Keep abreast of changing rules, techniques, technologies, and philosophies relevant to their sport."
27-2022.00,1756,0.77,4.08,Explain and enforce safety rules and regulations.
27-2022.00,1757,0.745,3.98,"Serve as organizer, leader, instructor, or referee for outdoor and indoor games, such as volleyball, football, and soccer."
27-2022.00,1755,0.6875,3.75,Develop and arrange competition schedules and programs.
27-2022.00,1760,0.6625,3.65,"Arrange and conduct sports-related activities, such as training camps, skill-improvement courses, clinics, and pre-season try-outs."
27-2022.00,1748,0.6625,3.65,"File scouting reports that detail player assessments, provide recommendations on athlete recruitment, and identify locations and individuals to be targeted for future recruitment efforts."
27-2022.00,1758,0.6475,3.59,"Explain and demonstrate the use of sports and training equipment, such as trampolines or weights."
27-3031.00,1764,0.8574999999999999,4.43,Respond to requests for information from the media or designate an appropriate spokesperson or information source.
27-3031.00,1765,0.7925,4.17,"Establish or maintain cooperative relationships with representatives of community, consumer, employee, or public interest groups."
27-3031.00,1769,0.75,4.0,"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services."
27-3031.00,1772,0.715,3.86,Coach client representatives in effective communication with the public or with employees.
27-3031.00,1770,0.7075,3.83,Confer with other managers to identify trends or key group interests or concerns or to provide advice on business decisions.
27-3031.00,1768,0.625,3.5,"Arrange public appearances, lectures, contests, or exhibits for clients to increase product or service awareness or to promote goodwill."
27-3031.00,1775,0.6175,3.47,"Plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management."
27-3031.00,1773,0.5325,3.13,Prepare or deliver speeches to further public relations objectives.
27-3031.00,1767,0.5225,3.09,Confer with production or support personnel to produce or coordinate production of advertisements or promotions.
27-3031.00,1771,0.5,3.0,"Consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals."
27-3031.00,1774,0.39,2.56,Purchase advertising space or time as required to promote client's product or agenda.
27-3041.00,1777,0.8875,4.55,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax."
27-3041.00,1780,0.8700000000000001,4.48,"Verify facts, dates, and statistics, using standard reference sources."
27-3041.00,1786,0.8674999999999999,4.47,"Read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication."
27-3041.00,1782,0.855,4.42,"Develop story or content ideas, considering reader or audience appeal."
27-3041.00,1776,0.825,4.3,"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work."
27-3041.00,1783,0.8,4.2,"Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements."
27-3041.00,1789,0.7825,4.13,Supervise and coordinate work of reporters and other editors.
27-3041.00,1787,0.7749999999999999,4.1,"Monitor news-gathering operations to ensure utilization of all news sources, such as press releases, telephone contacts, radio, television, wire services, and other reporters."
27-3041.00,1784,0.7725,4.09,Confer with management and editorial staff members regarding placement and emphasis of developing news stories.
27-3041.00,1779,0.77,4.08,"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements."
27-3041.00,1781,0.74,3.96,Review and approve proofs submitted by composing room prior to publication production.
27-3041.00,1791,0.7325,3.93,"Select local, state, national, and international news items received from wire services, based on assessment of items' significance and interest value."
27-3041.00,1778,0.7025,3.81,"Allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles."
27-3041.00,1790,0.69,3.76,Make manuscript acceptance or revision recommendations to the publisher.
27-3041.00,1793,0.6875,3.75,"Direct the policies and departments of newspapers, magazines and other publishing establishments."
27-3041.00,1785,0.6675,3.67,"Assign topics, events and stories to individual writers or reporters for coverage."
27-3041.00,1788,0.6425,3.57,"Meet frequently with artists, typesetters, layout personnel, marketing directors, and production managers to discuss projects and resolve problems."
27-3041.00,1794,0.5375,3.15,Arrange for copyright permissions.
27-3041.00,1792,0.53,3.12,"Interview and hire writers and reporters or negotiate contracts, royalties, and payments for authors or freelancers."
27-3041.00,1795,0.385,2.54,"Read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location."
27-3043.04,1802,0.8999999999999999,4.6,Write to customers in their terms and on their level so that the advertiser's sales message is more readily received.
27-3043.04,1798,0.8899999999999999,4.56,"Discuss with the client the product, advertising themes and methods, and any changes that should be made in advertising copy."
27-3043.04,1796,0.885,4.54,"Write advertising copy for use by publication, broadcast, or internet media to promote the sale of goods and services."
27-3043.04,1797,0.8425,4.37,Present drafts and ideas to clients.
27-3043.04,1799,0.8374999999999999,4.35,Vary language and tone of messages based on product and medium.
27-3043.04,1800,0.8225,4.29,"Consult with sales, media and marketing representatives to obtain information on product or service and discuss style and length of advertising copy."
27-3043.04,1801,0.815,4.26,"Edit or rewrite existing copy as necessary, and submit copy for approval by supervisor."
27-3043.04,1806,0.7925,4.17,"Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information."
27-3043.04,1803,0.7675000000000001,4.07,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material."
27-3043.04,1807,0.69,3.76,Conduct research and interviews to determine which of a product's selling features should be promoted.
27-3043.04,1804,0.6625,3.65,"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material."
27-3043.04,1805,0.65,3.6,"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products."
29-1031.00,318,0.9375,4.75,"Monitor food service operations to ensure conformance to nutritional, safety, sanitation and quality standards."
29-1031.00,314,0.935,4.74,"Assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling."
29-1031.00,316,0.9025000000000001,4.61,"Advise patients and their families on nutritional principles, dietary plans, diet modifications, and food selection and preparation."
29-1031.00,317,0.8700000000000001,4.48,"Counsel individuals and groups on basic rules of good nutrition, healthy eating habits, and nutrition monitoring to improve their quality of life."
29-1031.00,315,0.8400000000000001,4.36,Consult with physicians and health care personnel to determine nutritional needs and diet restrictions of patient or client.
29-1031.00,330,0.8374999999999999,4.35,"Plan, conduct, and evaluate dietary, nutritional, and epidemiological research."
29-1031.00,333,0.7675000000000001,4.07,Write research reports and other publications to document and communicate research findings.
29-1031.00,324,0.7649999999999999,4.06,Purchase food in accordance with health and safety codes.
29-1031.00,326,0.7649999999999999,4.06,Manage quantity food service departments or clinical and community nutrition services.
29-1031.00,327,0.7625,4.05,Coordinate diet counseling services.
29-1031.00,332,0.75,4.0,"Make recommendations regarding public policy, such as nutrition labeling, food fortification, or nutrition standards for school programs."
29-1031.00,321,0.72,3.88,Inspect meals served for conformance to prescribed diets and standards of palatability and appearance.
29-1031.00,325,0.705,3.82,"Select, train, and supervise workers who plan, prepare, and serve meals."
29-1031.00,329,0.7,3.8,"Organize, develop, analyze, test, and prepare special meals, such as low-fat, low-cholesterol, or chemical-free meals."
29-1031.00,323,0.69,3.76,"Prepare and administer budgets for food, equipment, and supplies."
29-1031.00,334,0.68,3.72,Plan and prepare grant proposals to request program funding.
29-1031.00,322,0.6775,3.71,"Develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching."
29-1031.00,328,0.67,3.68,"Advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with establishment, operation, and evaluation of food service facilities and nutrition programs."
29-1031.00,331,0.655,3.62,"Plan and conduct training programs in dietetics, nutrition, and institutional management and administration for medical students, health-care personnel, and the general public."
29-1031.00,320,0.645,3.58,Develop policies for food service or nutritional programs to assist in health promotion and disease control.
29-1031.00,319,0.6175,3.47,Coordinate recipe development and standardization and develop new menus for independent food service operations.
29-1031.00,336,0.55,3.2,"Confer with design, building, and equipment personnel to plan for construction and remodeling of food service units."
29-1031.00,335,0.485,2.94,Test new food products and equipment.
29-1041.00,337,0.9875,4.95,"Examine eyes, using observation, instruments, and pharmaceutical agents, to determine visual acuity and perception, focus, and coordination and to diagnose diseases and other abnormalities, such as glaucoma or color blindness."
29-1041.00,339,0.9775,4.91,"Prescribe, supply, fit and adjust eyeglasses, contact lenses, and other vision aids."
29-1041.00,338,0.9775,4.91,Analyze test results and develop a treatment plan.
29-1041.00,340,0.925,4.7,Prescribe medications to treat eye diseases if state laws permit.
29-1041.00,343,0.9125000000000001,4.65,Remove foreign bodies from the eye.
29-1041.00,345,0.8799999999999999,4.52,Prescribe therapeutic procedures to correct or conserve vision.
29-1041.00,341,0.8799999999999999,4.52,"Educate and counsel patients on contact lens care, visual hygiene, lighting arrangements, and safety factors."
29-1041.00,342,0.8799999999999999,4.52,Consult with and refer patients to ophthalmologist or other health care practitioner if additional medical treatment is determined necessary.
29-1041.00,344,0.8374999999999999,4.35,"Provide patients undergoing eye surgeries, such as cataract and laser vision correction, with pre- and post-operative care."
29-1041.00,346,0.725,3.9,Provide vision therapy and low-vision rehabilitation.
29-1051.00,1808,0.9875,4.95,"Review prescriptions to assure accuracy, to ascertain the needed ingredients, and to evaluate their suitability."
29-1051.00,1809,0.9199999999999999,4.68,"Provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage."
29-1051.00,1812,0.8975,4.59,"Maintain records, such as pharmacy files, patient profiles, charge system files, inventories, control records for radioactive nuclei, or registries of poisons, narcotics, or controlled drugs."
29-1051.00,1823,0.8700000000000001,4.48,"Work in hospitals or clinics or for Health Management Organizations (HMOs), dispensing prescriptions, serving as a medical team consultant, or specializing in specific drug therapy areas, such as oncology or nuclear pharmacotherapy."
29-1051.00,1820,0.855,4.42,"Plan, implement, or maintain procedures for mixing, packaging, or labeling pharmaceuticals, according to policy and legal requirements, to ensure quality, security, and proper disposal."
29-1051.00,1824,0.8400000000000001,4.36,"Assess the identity, strength, or purity of medications."
29-1051.00,1819,0.8300000000000001,4.32,"Prepare sterile solutions or infusions for use in surgical procedures, emergency rooms, or patients' homes."
29-1051.00,1815,0.8274999999999999,4.31,"Collaborate with other health care professionals to plan, monitor, review, or evaluate the quality or effectiveness of drugs or drug regimens, providing advice on drug applications or characteristics."
29-1051.00,1811,0.8174999999999999,4.27,"Order and purchase pharmaceutical supplies, medical supplies, or drugs, maintaining stock and storing and handling it properly."
29-1051.00,1810,0.8,4.2,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.
29-1051.00,1814,0.79,4.16,"Advise customers on the selection of medication brands, medical equipment, or healthcare supplies."
29-1051.00,1816,0.7825,4.13,"Compound and dispense medications as prescribed by doctors and dentists, by calculating, weighing, measuring, and mixing ingredients, or oversee these activities."
29-1051.00,1822,0.7675000000000001,4.07,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise."
29-1051.00,1813,0.74,3.96,"Provide specialized services to help patients manage conditions, such as diabetes, asthma, smoking cessation, or high blood pressure."
29-1051.00,1825,0.665,3.66,Teach pharmacy students serving as interns in preparation for their graduation or licensure.
29-1051.00,1818,0.65,3.6,Refer patients to other health professionals or agencies when appropriate.
29-1051.00,1826,0.57,3.28,"Publish educational information for other pharmacists, doctors, or patients."
29-1066.00,1828,0.96,4.84,"Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders."
29-1066.00,1830,0.8799999999999999,4.52,"Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals."
29-1066.00,1832,0.8674999999999999,4.47,"Design individualized care plans, using a variety of treatments."
29-1066.00,1829,0.8625,4.45,"Collaborate with physicians, psychologists, social workers, psychiatric nurses, or other professionals to discuss treatment plans and progress."
29-1066.00,1827,0.8600000000000001,4.44,Analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.
29-1066.00,1833,0.8600000000000001,4.44,Examine or conduct laboratory or diagnostic tests on patients to provide information on general physical condition or mental disorder.
29-1066.00,1831,0.8274999999999999,4.31,Counsel outpatients or other patients during office visits.
29-1066.00,1834,0.76,4.04,"Advise or inform guardians, relatives, or significant others of patients' conditions or treatment."
29-1066.00,1835,0.6825,3.73,Review and evaluate treatment procedures and outcomes of other psychiatrists or medical professionals.
29-1066.00,1837,0.53,3.12,Prepare and submit case reports or summaries to government or mental health agencies.
29-1066.00,1838,0.49,2.96,Serve on committees to promote or maintain community mental health services or delivery systems.
29-1122.00,347,0.9624999999999999,4.85,Complete and maintain necessary records.
29-1122.00,349,0.95,4.8,Test and evaluate patients' physical and mental abilities and analyze medical data to determine realistic rehabilitation goals for patients.
29-1122.00,348,0.9125000000000001,4.65,Evaluate patients' progress and prepare reports that detail progress.
29-1122.00,351,0.895,4.58,"Plan, organize, and conduct occupational therapy programs in hospital, institutional, or community settings to help rehabilitate those impaired because of illness, injury or psychological or developmental problems."
29-1122.00,350,0.875,4.5,Select activities that will help individuals learn work and life-management skills within limits of their mental or physical capabilities.
29-1122.00,352,0.8325,4.33,"Recommend changes in patients' work or living environments, consistent with their needs and capabilities."
29-1122.00,357,0.8125,4.25,"Design and create, or requisition, special supplies and equipment, such as splints, braces, and computer-aided adaptive equipment."
29-1122.00,355,0.7875000000000001,4.15,"Develop and participate in health promotion programs, group activities, or discussions to promote client health, facilitate social adjustment, alleviate stress, and prevent physical or mental disability."
29-1122.00,353,0.7749999999999999,4.1,Consult with rehabilitation team to select activity programs or coordinate occupational therapy with other therapeutic activities.
29-1122.00,359,0.7625,4.05,"Lay out materials such as puzzles, scissors and eating utensils for use in therapy, and clean and repair these tools after therapy sessions."
29-1122.00,358,0.75,4.0,Plan and implement programs and social activities to help patients learn work or school skills and adjust to handicaps.
29-1122.00,354,0.75,4.0,"Help clients improve decision making, abstract reasoning, memory, sequencing, coordination, and perceptual skills, using computer programs."
29-1122.00,356,0.75,4.0,Provide training and supervision in therapy techniques and objectives for students or nurses and other medical staff.
29-1122.00,361,0.6175,3.47,Conduct research in occupational therapy.
29-1122.00,360,0.61,3.44,Advise on health risks in the workplace or on health-related transition to retirement.
29-1122.00,362,0.485,2.94,Provide patients with assistance in locating or holding jobs.
29-1123.00,363,0.9750000000000001,4.9,"Plan, prepare, or carry out individually designed programs of physical treatment to maintain, improve, or restore physical functioning, alleviate pain, or prevent physical dysfunction in patients."
29-1123.00,364,0.9724999999999999,4.89,"Perform and document an initial exam, evaluating data to identify problems and determine a diagnosis prior to intervention."
29-1123.00,365,0.95,4.8,Evaluate effects of treatment at various stages and adjust treatments to achieve maximum benefit.
29-1123.00,374,0.9299999999999999,4.72,"Identify and document goals, anticipated progress, and plans for reevaluation."
29-1123.00,370,0.925,4.7,"Record prognosis, treatment, response, and progress in patient's chart or enter information into computer."
29-1123.00,371,0.9075,4.63,Obtain patients' informed consent to proposed interventions.
29-1123.00,373,0.905,4.62,"Test and measure patient's strength, motor development and function, sensory perception, functional capacity, or respiratory or circulatory efficiency and record data."
29-1123.00,369,0.905,4.62,Review physician's referral and patient's medical records to help determine diagnosis and physical therapy treatment required.
29-1123.00,372,0.895,4.58,Discharge patient from physical therapy when goals or projected outcomes have been attained and provide for appropriate follow-up care or referrals.
29-1123.00,367,0.895,4.58,Instruct patient and family in treatment procedures to be continued at home.
29-1123.00,366,0.8775,4.51,"Administer manual exercises, massage, or traction to help relieve pain, increase patient strength, or decrease or prevent deformity or crippling."
29-1123.00,377,0.8625,4.45,"Direct, supervise, assess, and communicate with supportive personnel."
29-1123.00,375,0.8374999999999999,4.35,"Provide information to the patient about the proposed intervention, its material risks and expected benefits, and any reasonable alternatives."
29-1123.00,368,0.8200000000000001,4.28,"Confer with the patient, medical practitioners, or appropriate others to plan, implement, or assess the intervention program."
29-1123.00,381,0.8025,4.21,"Provide educational information about physical therapy or physical therapists, injury prevention, ergonomics, or ways to promote health."
29-1123.00,378,0.71,3.84,"Administer treatment involving application of physical agents, using equipment, moist packs, ultraviolet or infrared lamps, or ultrasound machines."
29-1123.00,379,0.7075,3.83,Teach physical therapy students or those in other health professions.
29-1123.00,382,0.6825,3.73,Refer clients to community resources or services.
29-1123.00,380,0.6625,3.65,"Evaluate, fit, or adjust prosthetic or orthotic devices or recommend modification to orthotist."
29-1123.00,383,0.645,3.58,Conduct or support research and apply research findings to practice.
29-1123.00,384,0.535,3.14,Participate in community or community agency activities or help to formulate public policy.
29-1123.00,386,0.53,3.12,Direct group rehabilitation activities.
29-1123.00,385,0.5175,3.07,"Construct, maintain, or repair medical supportive devices."
29-1125.00,394,0.9424999999999999,4.77,"Obtain information from medical records, medical staff, family members and the patients themselves to assess patients' capabilities, needs and interests."
29-1125.00,392,0.9299999999999999,4.72,Conduct therapy sessions to improve patients' mental and physical well-being.
29-1125.00,395,0.895,4.58,"Plan, organize, direct, and participate in treatment programs and activities to facilitate patients' rehabilitation, help them integrate into the community, and prevent further medical problems."
29-1125.00,387,0.895,4.58,"Observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed."
29-1125.00,391,0.885,4.54,Confer with members of treatment team to plan and evaluate therapy programs.
29-1125.00,393,0.875,4.5,"Instruct patient in activities and techniques, such as sports, dance, music, art, or relaxation techniques, designed to meet their specific physical or psychological needs."
29-1125.00,388,0.865,4.46,"Develop treatment plan to meet needs of patient, based on needs assessment, patient interests, and objectives of therapy."
29-1125.00,389,0.8500000000000001,4.4,"Encourage clients with special needs and circumstances to acquire new skills and get involved in health-promoting leisure activities, such as sports, games, arts and crafts, and gardening."
29-1125.00,396,0.8325,4.33,Prepare and submit reports and charts to treatment team to reflect patients' reactions and evidence of progress or regression.
29-1125.00,390,0.8300000000000001,4.32,Counsel and encourage patients to develop leisure activities.
29-1126.00,398,0.9724999999999999,4.89,"Provide emergency care, such as artificial respiration, external cardiac massage, or assistance with cardiopulmonary resuscitation."
29-1126.00,400,0.96,4.84,"Monitor patient's physiological responses to therapy, such as vital signs, arterial blood gases, or blood chemistry changes, and consult with physician if adverse reactions occur."
29-1126.00,397,0.9424999999999999,4.77,"Set up and operate devices, such as mechanical ventilators, therapeutic gas administration apparatus, environmental control systems, or aerosol generators, following specified parameters of treatment."
29-1126.00,404,0.935,4.74,Maintain charts that contain patients' pertinent identification and therapy information.
29-1126.00,401,0.9175,4.67,"Read prescription, measure arterial blood gases, and review patient information to assess patient condition."
29-1126.00,408,0.9125000000000001,4.65,Relay blood analysis results to a physician.
29-1126.00,405,0.905,4.62,"Inspect, clean, test, and maintain respiratory therapy equipment to ensure equipment is functioning safely and efficiently, ordering repairs when necessary."
29-1126.00,407,0.8999999999999999,4.6,Explain treatment procedures to patients to gain cooperation and allay fears.
29-1126.00,414,0.8899999999999999,4.56,Make emergency visits to resolve equipment problems.
29-1126.00,399,0.885,4.54,"Determine requirements for treatment, such as type, method and duration of therapy, precautions to be taken, or medication and dosages, compatible with physicians' orders."
29-1126.00,403,0.8725,4.49,Enforce safety rules and ensure careful adherence to physicians' orders.
29-1126.00,406,0.845,4.38,"Educate patients and their families about their conditions and teach appropriate disease management techniques, such as breathing exercises or the use of medications or respiratory equipment."
29-1126.00,410,0.8225,4.29,Perform bronchopulmonary drainage and assist or instruct patients in performance of breathing exercises.
29-1126.00,415,0.8,4.2,"Conduct tests, such as electrocardiograms (EKGs), stress testing, or lung capacity tests, to evaluate patients' cardiopulmonary functions."
29-1126.00,409,0.7925,4.17,Perform pulmonary function and adjust equipment to obtain optimum results in therapy.
29-1126.00,411,0.7725,4.09,Demonstrate respiratory care procedures to trainees or other healthcare personnel.
29-1126.00,413,0.7675000000000001,4.07,Use a variety of testing techniques to assist doctors in cardiac or pulmonary research or to diagnose disorders.
29-1126.00,412,0.74,3.96,"Teach, train, supervise, or use the assistance of students, respiratory therapy technicians, or assistants."
29-1127.00,1867,0.8999999999999999,4.6,Monitor patients' progress and adjust treatments accordingly.
29-1127.00,1871,0.885,4.54,"Develop or implement treatment plans for problems such as stuttering, delayed language, swallowing disorders, or inappropriate pitch or harsh voice problems, based on own assessments and recommendations of physicians, psychologists, or social workers."
29-1127.00,1873,0.8174999999999999,4.27,"Instruct clients in techniques for more effective communication, such as sign language, lip reading, or voice improvement."
29-1127.00,1869,0.8049999999999999,4.22,"Administer hearing or speech and language evaluations, tests, or examinations to patients to collect information on type and degree of impairments, using written or oral tests or special instruments."
29-1127.00,1874,0.7425,3.97,"Teach clients to control or strengthen tongue, jaw, face muscles, or breathing mechanisms."
29-1127.00,1882,0.7125,3.85,"Communicate with non-speaking students, using sign language or computer technology."
29-1127.00,1876,0.6975,3.79,"Consult with and advise educators or medical staff on speech or hearing topics, such as communication strategies or speech and language stimulation."
29-1127.00,1878,0.69,3.76,"Design, develop, or employ alternative diagnostic or communication devices or strategies."
29-1127.00,1875,0.685,3.74,Develop speech exercise programs to reduce disabilities.
29-1127.00,1883,0.6825,3.73,Provide communication instruction to dialect speakers or students with limited English proficiency.
29-1127.00,1879,0.665,3.66,Conduct lessons or direct educational or therapeutic games to assist teachers dealing with speech problems.
29-1127.00,1884,0.5625,3.25,Use computer applications to identify or assist with communication disabilities.
29-1127.00,1885,0.56,3.24,"Conduct or direct research on speech or hearing topics and report findings for use in developing procedures, technologies, or treatments."
29-1141.00,1839,0.9550000000000001,4.82,"Maintain accurate, detailed reports and records."
